corpus,chunking_method,embedding_method,query,period,rank_in_period,chunk_id,timestamp_iso,text_preview
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,EARLY,3,fixed_660_bm25_1943,2025-04-09,"David is not only a diligent public servant, but a man of outstanding

character.
For instance, when congressional liaison tragically passed

in 2023, it was David who compassionately stepped in to coordinate

communications to congressional staff and provide details regarding

funeral arrangements...."
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,EARLY,4,fixed_660_bm25_2001,2025-04-30,"Linda has

provided invaluable feedback to my work on agriculture policy as I've

fought to ensure family farmers have a strong farm safety net.
I look

forward to our continued collaboration to pass a bipartisan farm bill.
I congratulate Linda on her graduation and thank her for her service

to our..."
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,EARLY,5,fixed_660_bm25_2003,2025-04-30,"American partnership has never been more important with the world's

oldest democracy allied with the world's largest democracy.
An excellent analysis of this energy achievement was provided in the

daily Threat Status newsletter from The Washington Times on April 28,

2025, by Vijay Jayaraj of the ..."
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,EARLY,6,fixed_660_bm25_2019,2025-05-05,"He eventually

settled down in Orlando.
After decades as a successful defense attorney, Bob was elected as a

Democrat for the Office of the Public Defender of Orange and Osceola

counties in 2001.
He was elected by the people and served in this role

for 24 years, retiring in January of 2025.
Durin..."
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,EARLY,7,fixed_660_bm25_2027,2025-05-06,"Mr. Speaker, I rise today to honor the life of Jerome

Preston Owens, Jr., who passed away on Monday, April 21, 2025, at the

age of 85.
Jerome was born on June 28, 1939, in Jasper, Texas to Reverand Jerome

Preston, Sr.
and Louise Nichols Owens.
He graduated as Valedictorian of

his class in Jena, ..."
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,EARLY,8,fixed_660_bm25_2124,2025-06-03,"Ralph understood

this better than anyone because there wasn't a day he wasn't recording

footage or capturing photos of this beauty.
His social media was

sprinkled with beautiful sunsets and sunrises, clean flowing water, and

the oasis of green that evokes awe in our desert landscape.
With his co..."
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,EARLY,9,fixed_660_bm25_2177,2025-06-12,"From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

PERSONAL EXPLANATION

HON.
LORI TRAHAN

Mrs. TRAHAN.
Mr. Speaker, I was not present for votes on June 10,

2025.
Had I been present, I would have voted NAY on Roll Call No.
..."
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,EARLY,10,fixed_660_bm25_2297,2025-07-17,"House of Representatives,

Committee on Foreign Affairs,

Washington, DC, July 1, 2025.
Hon.
Brett Guthrie,

Chairman, Committee on Energy and Commerce,

Washington, DC.
Dear Chairman Guthrie: Thank you for consulting with the

Committee on Foreign

Affairs on the text of H.R. 1765, the Promoting Un..."
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,LATE,1,fixed_660_bm25_2297,2025-07-17,"House of Representatives,

Committee on Foreign Affairs,

Washington, DC, July 1, 2025.
Hon.
Brett Guthrie,

Chairman, Committee on Energy and Commerce,

Washington, DC.
Dear Chairman Guthrie: Thank you for consulting with the

Committee on Foreign

Affairs on the text of H.R. 1765, the Promoting Un..."
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,LATE,2,fixed_660_bm25_2177,2025-06-12,"From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

PERSONAL EXPLANATION

HON.
LORI TRAHAN

Mrs. TRAHAN.
Mr. Speaker, I was not present for votes on June 10,

2025.
Had I been present, I would have voted NAY on Roll Call No.
..."
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,LATE,3,fixed_660_bm25_2124,2025-06-03,"Ralph understood

this better than anyone because there wasn't a day he wasn't recording

footage or capturing photos of this beauty.
His social media was

sprinkled with beautiful sunsets and sunrises, clean flowing water, and

the oasis of green that evokes awe in our desert landscape.
With his co..."
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,LATE,4,fixed_660_bm25_2027,2025-05-06,"Mr. Speaker, I rise today to honor the life of Jerome

Preston Owens, Jr., who passed away on Monday, April 21, 2025, at the

age of 85.
Jerome was born on June 28, 1939, in Jasper, Texas to Reverand Jerome

Preston, Sr.
and Louise Nichols Owens.
He graduated as Valedictorian of

his class in Jena, ..."
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,LATE,5,fixed_660_bm25_2019,2025-05-05,"He eventually

settled down in Orlando.
After decades as a successful defense attorney, Bob was elected as a

Democrat for the Office of the Public Defender of Orange and Osceola

counties in 2001.
He was elected by the people and served in this role

for 24 years, retiring in January of 2025.
Durin..."
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,LATE,6,fixed_660_bm25_2001,2025-04-30,"Linda has

provided invaluable feedback to my work on agriculture policy as I've

fought to ensure family farmers have a strong farm safety net.
I look

forward to our continued collaboration to pass a bipartisan farm bill.
I congratulate Linda on her graduation and thank her for her service

to our..."
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,LATE,7,fixed_660_bm25_2003,2025-04-30,"American partnership has never been more important with the world's

oldest democracy allied with the world's largest democracy.
An excellent analysis of this energy achievement was provided in the

daily Threat Status newsletter from The Washington Times on April 28,

2025, by Vijay Jayaraj of the ..."
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,LATE,8,fixed_660_bm25_1943,2025-04-09,"David is not only a diligent public servant, but a man of outstanding

character.
For instance, when congressional liaison tragically passed

in 2023, it was David who compassionately stepped in to coordinate

communications to congressional staff and provide details regarding

funeral arrangements...."
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,LATE,9,fixed_660_bm25_1918,2025-04-03,"Mr. Speaker, I rise today to honor the life and legacy of

my dear friend, Sepi Saidi, who passed away on March 24, 2025.
Sepi was

a trailblazer and beloved member of the Wake County community who

nurtured her company from the ground-up in a male-dominated field.
Her

contributions to our communit..."
UK,fixed_660,bm25,Was immigration policy stricter in 2025 than in 2023?,LATE,10,fixed_660_bm25_1899,2025-03-31,"In addition, he

serves on the Board of Directors for the Central Texas YMCA and the

Board of Governors of the Central Texas Community Foundation.
For his

extraordinary efforts during and after service he was awarded the 2023

Lieutenant General Raymond S. McLain Medal.
I am honored to join MG Ham..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,EARLY,1,fixed_660_bm25_21,2023-07-10,"CHOB-210

2:30 p.m.

Committee on Banking, Housing, and Urban Affairs

Subcommittee on Economic Policy

To hold hearings to examine bank mergers and the economic

impacts of consolidation.
Committee on Energy and Natural Resources

Subcommittee on Public Lands, Forests, and Mining

To hold hearings ..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,EARLY,2,fixed_660_bm25_27,2023-07-11,"The fair's first year was held in acclaim by residents of

Pennsylvania and Maryland, and this success has continued over the

years.
The leadership of the fair changed following the passing of

Chief Doug Farrington in 2010, and for the next twelve years Fire

Company Chief Jeff Griffith continued ..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,EARLY,3,fixed_660_bm25_28,2023-07-11,"It

specifically codifies the Strategy for Pacific Partnership and requires

updates to the strategy every four years.
It also includes language

encouraging the allocation of more staff to the Pacific Islands, and

the facilitation of U.S. support for trade capacity building,

environmental change ..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,EARLY,4,fixed_660_bm25_37,2023-07-12,"2:45 p.m.

Committee on Appropriations

Subcommittee on Financial Services and General Government

To hold hearings to examine the FY 2024 budget for the

Securities and Exchange Commission.
Committee on the Judiciary

Subcommittee on Competition Policy, Antitrust, and Consumer

Rights

To hold hear..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,EARLY,5,fixed_660_bm25_34,2023-07-12,"This

title requires all such committees to notify the Office of the Senate

Daily Digest--designated by the Rules Committee--of the time, place and

purpose of the meetings, when scheduled and any cancellations or

changes in the meetings as they occur.
As an additional procedure along with the com..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,EARLY,6,fixed_660_bm25_45,2023-07-12,"3.
Rejection of Algebra I in 8th Grade

The revised framework rejects (as did its earlier

iterations) the time-honored aim of preparing students to

take Algebra I in eighth grade.
Eighth-grade algebra is the

policy in high-performing foreign countries whose inhabitants

will compete with America'..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,EARLY,7,fixed_660_bm25_49,2023-07-13,"However, even in agricultural

communities like California's Central Valley, school districts continue

to misuse taxpayer dollars to buy imported foods, unnecessarily,

without informing parents.
In numerous cases, these same imported foods

have been recalled due to safety concerns and outbreaks o..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,EARLY,8,fixed_660_bm25_59,2023-07-14,"She married her husband Alfonso in 1989 and had 3 amazing

children.
Her family was the center of her life--she was an amazing

mother that did whatever she could to be there for her children and

husband at every moment of their lives.
Aside from being an amazing mother and wife, Valles was also an..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,EARLY,9,fixed_660_bm25_145,2023-08-08,"The celebration's live laser shows, food, drinks,

games, and music have worked to create an engaging local space that

will serve as both an opportunity and prominent platform for climate

groups to advocate and educate.
New Hampshire's way of life is rooted

in our natural surroundings, and it is ..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,EARLY,10,fixed_660_bm25_324,2023-10-06,"Congress has acknowledged this challenge.
We acted to exempt MFCU

spending from Puerto Rico's cap through P.L. 115-31, Consolidated

Appropriations Act of 2017.
This exemption was extended to the U.S.

Virgin Islands through P.L. 115-123, Bipartisan Budget Act of 2018.
We

did not, however, extend ..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,LATE,1,fixed_660_bm25_2505,2025-09-18,"He has worked to build bridges

between Christians, Jews, and Muslims, and has consistently spoken out

for peace.
He is also recognized as the ``Green Patriarch'' for his leadership

in addressing climate change and environmental destruction, which he

has called a sin against God's creation.
His e..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,LATE,2,fixed_660_bm25_2446,2025-09-08,"American families are already struggling with high

energy bills.
But the need to develop our own homegrown clean and

sustainable energy isn't just a matter of economic security; it's also

about our national security.
The Department of Defense considers climate change to be a top

national securit..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,LATE,3,fixed_660_bm25_2435,2025-09-03,"Held along the beautiful shores of Lake Charlevoix, the Portside Art

Fair honors the deep connection between our region's natural beauty and

the inspiration it provides to artists.
It showcases the work of

established and emerging artists from East Jordan and throughout

Northern Michigan.
Each y..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,LATE,4,fixed_660_bm25_2356,2025-08-01,"May the friendship between the United States and the Basque people

remain strong for generations to come.
From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

HONORING THE LEGACY OF BETTY J. HOWARD, MSN, RN

HON.
RASHIDA TLAI..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,LATE,5,fixed_660_bm25_1966,2025-04-21,"Through her work, Dr.

Johnson has shown that true leadership means uplifting others, creating

opportunities for positive change, and making a lasting difference in

the lives of those in need.
Mr. Speaker, Dr. Candace Johnson's recognition as the Boy Scouts of

America's Distinguished Citizen is a..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,LATE,6,fixed_660_bm25_1946,2025-04-10,"These courses

nurtured a newfound passion for reading.
He decided to channel this

passion into community work, with a goal to make sure children didn't

have to wait as long as he did to discover the joys of reading.
He knew

that reading opened doors to learning and confidence.
Mr. Brown began hi..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,LATE,7,fixed_660_bm25_1950,2025-04-10,"After hearing evidence and receiving legal instructions from the

judge, jurors enter a deliberation room.
They test one another's

recollections and assumptions and assess witness credibility.
Studies

show that, during deliberations, a jury polices itself.
Individual

jurors remind others of the o..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,LATE,8,fixed_660_bm25_1931,2025-04-08,"﻿Title: HONORING BRAD BARNES' RETIREMENT AS PRESIDENT OF THE FORT WORTH STOCK SHOW AND RODEO; Congressional Record Vol.
171, No.
63

From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

HONORING BRAD BARNES' RETIREMENT AS PRES..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,LATE,9,fixed_660_bm25_1933,2025-04-08,"``There was a level of uncertainty, just because I've never

been in an environment like this,'' Agyemang said of his

first camp.
``I just wanted to come in being myself,

completely myself, and, showing it on and off the field.
I

think I was able to do that, but the guys and the coaching

staff m..."
UK,fixed_660,bm25,How did climate policy rhetoric change between the earliest and latest documents?,LATE,10,fixed_660_bm25_1930,2025-04-07,"Joint Economic Committee

To hold hearings to examine reducing waste, fraud and

abuse through innovation, focusing on how AI and data

can improve government efficiency.
210-CHOB

APRIL 10

8 a.m.

Committee on Armed Services

To hold closed hearings to examine the posture of United

States Indo-Pa..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,EARLY,1,fixed_660_dense_714,2024-02-23,"On February 22, 2024, Briana Daniel was honored as a distinguished

leader in Central Florida for Black History Month.
From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

HONORING CLAY FIRE TERRITORY CHIEF TIMM SCHABBEL'S CAR..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,EARLY,2,fixed_660_dense_732,2024-02-28,"Meetings scheduled for Thursday, February 29, 2024 may be found in

the Daily Digest of today's Record.
MEETINGS SCHEDULED

MARCH 6

9:30 a.m.

Committee on Homeland Security and Governmental Affairs

Business meeting to resume consideration of S. 3664, to

require executive branch employees to repo..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,EARLY,3,fixed_660_dense_744,2024-02-29,"DOUG LAMBORN

Mr. LAMBORN.
Mr. Speaker, I rise today to honor the God-honoring life

and generous impact of a Pikes Peak community stalwart--Gerald ``Jay''

Cimino, who died of natural causes on February 24, 2024, at the age of

87.
Jay truly was a pillar of the Pike's Peak region, both as a well-

..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,EARLY,4,fixed_660_dense_790,2024-03-08,"Mr. Speaker, I was unable to vote

during a portion of the legislative day on March 6, 2024.
Had I been

present, I would have voted YEA on H. Res.
1061.
From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

RECOGNIZING DEMETRI..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,EARLY,5,fixed_660_dense_840,2024-03-21,"Mr. Speaker, I rise today to honor the life of Teresa

Darlene McDowney, who passed away on Thursday, February 22, 2024.
She

was born on July 15, 1971.
She was employed with the King George Sheriff's Office as an Animal

Control Officer from 2013 to 2020 and was employed with the

Westmoreland Coun..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,EARLY,6,fixed_660_dense_845,2024-03-22,"After six months, government-wide

layoffs prompted Matthew to relocate to the Bay Area, where he worked

as a budget analyst for the city manager of Oakland and then for the

controller's office in San Francisco.
In 1997, newly elected Mayor

Willie Brown was impressed by Matthew's budget developme..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,EARLY,7,fixed_660_dense_876,2024-04-05,"In 2024, he received the Builders of

Zion Award and in 2023 he was the recipient of Matan's Trail Blazer's

Award.
Despite his retirement, Rabbi Bennett Miller has continued to provide

outstanding rabbinical leadership and contributions to the community.
I

sincerely hope my colleagues will join m..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,EARLY,8,fixed_660_dense_896,2024-04-10,"Tom left his job with PG&E and established Thomas Welding in his

garage in Chico in 1972.
Thomas Hydraulics followed in 1974 as well as

Thomas Manufacturing in 1996.
What was once Tom's small business idea

now stands as one of the largest machine shops north of Sacramento.
Tom served the Chico co..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,EARLY,9,fixed_660_dense_978,2024-04-26,"Sadly, Pops transitioned from labor to reward on April

14, 2024.
A public viewing was held on Wednesday April 23, 2024, at

Taylor Funeral Home in Phenix City, Alabama, and a memorial service to

celebrate his remarkable life was held on Thursday, April 25, 2024, at

the Revelation Missionary Bapti..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,EARLY,10,fixed_660_dense_1031,2024-05-08,"Committee on the Budget

To hold hearings to examine climate change and the costs

to national security.
Committee on Energy and Natural Resources

Subcommittee on National Parks

To hold hearings to examine the President's proposed

budget request for fiscal year 2025 for the National

Park Service..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,LATE,1,fixed_660_dense_1031,2024-05-08,"Committee on the Budget

To hold hearings to examine climate change and the costs

to national security.
Committee on Energy and Natural Resources

Subcommittee on National Parks

To hold hearings to examine the President's proposed

budget request for fiscal year 2025 for the National

Park Service..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,LATE,2,fixed_660_dense_978,2024-04-26,"Sadly, Pops transitioned from labor to reward on April

14, 2024.
A public viewing was held on Wednesday April 23, 2024, at

Taylor Funeral Home in Phenix City, Alabama, and a memorial service to

celebrate his remarkable life was held on Thursday, April 25, 2024, at

the Revelation Missionary Bapti..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,LATE,3,fixed_660_dense_896,2024-04-10,"Tom left his job with PG&E and established Thomas Welding in his

garage in Chico in 1972.
Thomas Hydraulics followed in 1974 as well as

Thomas Manufacturing in 1996.
What was once Tom's small business idea

now stands as one of the largest machine shops north of Sacramento.
Tom served the Chico co..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,LATE,4,fixed_660_dense_876,2024-04-05,"In 2024, he received the Builders of

Zion Award and in 2023 he was the recipient of Matan's Trail Blazer's

Award.
Despite his retirement, Rabbi Bennett Miller has continued to provide

outstanding rabbinical leadership and contributions to the community.
I

sincerely hope my colleagues will join m..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,LATE,5,fixed_660_dense_845,2024-03-22,"After six months, government-wide

layoffs prompted Matthew to relocate to the Bay Area, where he worked

as a budget analyst for the city manager of Oakland and then for the

controller's office in San Francisco.
In 1997, newly elected Mayor

Willie Brown was impressed by Matthew's budget developme..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,LATE,6,fixed_660_dense_840,2024-03-21,"Mr. Speaker, I rise today to honor the life of Teresa

Darlene McDowney, who passed away on Thursday, February 22, 2024.
She

was born on July 15, 1971.
She was employed with the King George Sheriff's Office as an Animal

Control Officer from 2013 to 2020 and was employed with the

Westmoreland Coun..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,LATE,7,fixed_660_dense_790,2024-03-08,"Mr. Speaker, I was unable to vote

during a portion of the legislative day on March 6, 2024.
Had I been

present, I would have voted YEA on H. Res.
1061.
From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

RECOGNIZING DEMETRI..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,LATE,8,fixed_660_dense_744,2024-02-29,"DOUG LAMBORN

Mr. LAMBORN.
Mr. Speaker, I rise today to honor the God-honoring life

and generous impact of a Pikes Peak community stalwart--Gerald ``Jay''

Cimino, who died of natural causes on February 24, 2024, at the age of

87.
Jay truly was a pillar of the Pike's Peak region, both as a well-

..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,LATE,9,fixed_660_dense_732,2024-02-28,"Meetings scheduled for Thursday, February 29, 2024 may be found in

the Daily Digest of today's Record.
MEETINGS SCHEDULED

MARCH 6

9:30 a.m.

Committee on Homeland Security and Governmental Affairs

Business meeting to resume consideration of S. 3664, to

require executive branch employees to repo..."
UK,fixed_660,dense_e5_base,What was the specific budget allocated to security in 2024?,LATE,10,fixed_660_dense_714,2024-02-23,"On February 22, 2024, Briana Daniel was honored as a distinguished

leader in Central Florida for Black History Month.
From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

HONORING CLAY FIRE TERRITORY CHIEF TIMM SCHABBEL'S CAR..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,EARLY,1,fixed_660_dense_12,2023-07-10,"Committee on Small Business and Entrepreneurship

Business meeting to consider S. 38, to amend the Small

Business Act to codify the Boots to Business Program,

S. 77, to reauthorize the State Trade Expansion Program

of the Small Business Administration, S. 609, to

establish a pilot program awardi..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,EARLY,2,fixed_660_dense_23,2023-07-11,"﻿

From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

COMMEMORATING THE LIFE OF COMMANDER ALLAN RANDOLPH TOPP, UNITED STATES

NAVY, RETIRED

HON.
DEAN PHILLIPS

Mr. PHILLIPS.
Mr. Speaker, I rise today to commemorate a life w..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,EARLY,3,fixed_660_dense_25,2023-07-11,"In 2010, he helped

establish a free tax clinic at La Luz Center in Sonoma.
He has served

on the Sonoma Valley Citizens Advisory Commission and is currently

serving on the Sonoma City Council.
Mr. Ding has been a champion for

the interests of California taxpayers.
Mr. Ding is a member of the

Nat..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,EARLY,4,fixed_660_dense_32,2023-07-12,"He was

reelected in 1776, thus becoming the first Jewish elected

public official in the new United States.
He served until he

was killed in battle that August.
Most Jews in New York, Philadelphia, Newport, Charleston,

and Savannah--where the Revolution was brewing--joined the

cause early.
In do..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,EARLY,5,fixed_660_dense_99,2023-07-25,"﻿Title: EXPRESSING THE SENSE OF CONGRESS SUPPORTING THE STATE OF ISRAEL; Congressional Record Vol.
169, No.
128

From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

EXPRESSING THE SENSE OF CONGRESS SUPPORTING THE STATE OF ISR..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,EARLY,6,fixed_660_dense_114,2023-07-27,"After a year, she took

the first step in what would be an impressively steep climb up the

human resources corporate ladder as a Profit-Sharing Analyst in

corporate accounting at the Continental Illinois National Bank.
At

Continental, she held several positions, rising to the rank of Sales

Direc..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,EARLY,7,fixed_660_dense_377,2023-10-18,"Committee on Foreign Relations

Business meeting to consider the nomination of Jacob J.

Lew, of New York, to be Ambassador to the State of

Israel, Department of State, and other pending

nominations.
S-116

Committee on Health, Education, Labor, and Pensions

Business meeting to consider the nomin..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,EARLY,8,fixed_660_dense_383,2023-10-19,"Under

current law, project developers operating in the United States'

Exclusive Economic Zone at sea can pay poverty wages, exploiting

foreign workers and undermining American mariners' ability to compete

for this work.
After decades of failed promises, we are finally

building the clean energy ..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,EARLY,9,fixed_660_dense_392,2023-10-20,"Northwestern University, for example, said it had no plans to ``put

out a statement officially stating a University position.''
Imagine

that: a university that cannot be bothered to take a position on a

pogrom against Jews.
Have we learned nothing from the long and ugly

history of Anti-Semitism?..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,EARLY,10,fixed_660_dense_413,2023-10-25,"Thank you Governor Youngkin for your initiatives to fight

the precipitous rise of anti-Semitism in these United States

and around the world.
Your very timely visit with us so

shortly after the October 7 terrorist Hamas vicious attacks

on Israel's innocent civilians near the Gaza border is deeply..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,LATE,1,fixed_660_dense_2507,2025-09-18,"While the current law already allows prosecutors to

charge 16 and 17 year-olds as adults at their discretion, without a

judge's approval, H.R. 5140 would lower that age even further.
Even in states with a history of tough-on-crime stances, many are

moving in a more rehabilitative direction.
This ..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,LATE,2,fixed_660_dense_2350,2025-07-29,"In fact, several states have laws that require

the top official in their National Guard to reside in the state, and it

is highly likely that every state and territory only appoints residents

as the top official in their National Guard.
The primary reason

residency requirements exist is so that g..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,LATE,3,fixed_660_dense_2239,2025-06-27,"It was a

pleasure to work with Betty on many of these initiatives over the

years.
As Special Assistant to the Chancellor for External Relations and

Partnerships, Betty worked closely with federal, state, and local

officials, as well as economic development partners to secure important

public in..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,LATE,4,fixed_660_dense_2201,2025-06-20,"Her work has helped SCARF achieve full

compliance in numerous federal and state audits, positioning the

organization for long-term sustainability and growth.
Maria's

professional background includes serving as an information technology

supervisor at Devereux Florida and managing a major capital ..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,LATE,5,fixed_660_dense_2021,2025-05-05,"This is our life's choice: to be prepared

and armed, strong and determined, lest the sword be stricken

from our fist and our lives cut down''

Yet, unsettling as the current scenario is we are duty-

bound at this significant 77th celebration of an Israel

reborn representing 4,000 years of Jewish..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,LATE,6,fixed_660_dense_1940,2025-04-09,"For nearly three decades,

Mr. Lampman has proudly served the Saline School District in this

position and his efforts are worthy of commendation.
During his career as Director of Bands, Mr, Lampman directly touched

the lives of over 3,000 students and impacted the lives of many others.
Under his e..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,LATE,7,fixed_660_dense_1922,2025-04-07,"﻿Title: CONGRATULATING THE LINVILLE HILL CHRISTIAN SCHOOL BOYS BASKETBALL STATE CHAMPIONS; Congressional Record Vol.
171, No.
62

From the Congressional Record Online through the Government Publishing Office [<a href='https://www.gpo.gov'>www.gpo.gov</a>]

CONGRATULATING THE LINVILLE HILL CHRISTIAN ..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,LATE,8,fixed_660_dense_1915,2025-04-03,"On January 9, 2025.
the school marked its 160th

anniversary.
The school will celebrate that historic milestone with a

gala later this month.
The oldest historically Black university in Maryland, Bowie State

University (BSU) has been a beacon of opportunity, innovation, and

academic excellence in..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,LATE,9,fixed_660_dense_1897,2025-03-31,"Virginia's Ninth District Republican Committee benefitted from Ms.

Johnson's loyalty and service, particularly in her role as the

Committee's official secretary.
This sometimes required her throughout

the year to drive away from home to assist the Committee with its

meetings and business.
A woma..."
UK,fixed_660,dense_e5_base,What is the current official position regarding the State of Israel?,LATE,10,fixed_660_dense_1900,2025-03-31,"APRIL 3

9:30 a.m.

Committee on Armed Services

To hold hearings to examine the posture of the United

States European Command and United States Africa

Command in review of the Defense Authorization Request

for fiscal year 2026 and the Future Years Defense

Program; to be immediately followed by ..."
UK,fixed_660,dense_e5_base,What is the current official position regarding Hamas/Gaza?,EARLY,1,fixed_660_dense_25,2023-07-11,"In 2010, he helped

establish a free tax clinic at La Luz Center in Sonoma.
He has served

on the Sonoma Valley Citizens Advisory Commission and is currently

serving on the Sonoma City Council.
Mr. Ding has been a champion for

the interests of California taxpayers.
Mr. Ding is a member of the

Nat..."
